cellMarker,shortname
CFH,Monocyte
CMAH,Monocyte
COLEC12,Monocyte
CSF1R,Monocyte
CTSB,Monocyte
DAB2,Monocyte
DCLRE1C,Monocyte
DDX60,Monocyte
DOCK2,Monocyte
DOCK8,Monocyte
EHD4,Monocyte
ADGRE1,Monocyte
F13A1,Monocyte
FLI1,Monocyte
FYB,Monocyte
GAS6,Monocyte
HPGDS,Monocyte
IKZF1,Monocyte
INPP5D,Monocyte
LGMN,Monocyte
LYN,Monocyte
MAF,Monocyte
MRC1,Monocyte
P2RX7,Monocyte
P2RY12,Monocyte
PIK3AP1,Monocyte
PNPLA7,Monocyte
RBM47,Monocyte
RBPJ,Monocyte
RREB1,Monocyte
RUNX1,Monocyte
SIRPA,Monocyte
SLC9A9,Monocyte
SNX2,Monocyte
STAB1,Monocyte
STARD8,Monocyte
TBXAS1,Monocyte
TGFBR2,Monocyte
TNFAIP8,Monocyte
TNFRSF11A,Monocyte
UNC93B1,Monocyte
WDFY4,Monocyte
ZFP710,Monocyte
6030443J06RIK,Precursor Cell
ABTB2,Precursor Cell
ADAM12,Precursor Cell
ARHGAP31,Precursor Cell
BCAS1,Precursor Cell
BRINP3,Precursor Cell
CACNG4,Precursor Cell
CHST11,Precursor Cell
DOCK1,Precursor Cell
DSCAM,Precursor Cell
EPN2,Precursor Cell
FCHSD2,Precursor Cell
GM10530,Precursor Cell
GM4876,Precursor Cell
ITPR2,Precursor Cell
KANK1,Precursor Cell
KCNIP3,Precursor Cell
KIF13A,Precursor Cell
MEGF11,Precursor Cell
MMP16,Precursor Cell
MYT1,Precursor Cell
NOVA1,Precursor Cell
NXPH1,Precursor Cell
PCDH11X,Precursor Cell
PCDH15,Precursor Cell
PDE7B,Precursor Cell
PDGFRA,Precursor Cell
PID1,Precursor Cell
PPFIBP1,Precursor Cell
PPP2R2B,Precursor Cell
PTPRZ1,Precursor Cell
SEMA5A,Precursor Cell
SEMA5B,Precursor Cell
SERPINE2,Precursor Cell
SH3D19,Precursor Cell
SLC9A9,Precursor Cell
SNX25,Precursor Cell
SOX2OT,Precursor Cell
SOX6,Precursor Cell
SPON1,Precursor Cell
TMEM132D,Precursor Cell
TNR,Precursor Cell
TNS3,Precursor Cell
TOX,Precursor Cell
USP24,Precursor Cell
VCAN,Precursor Cell
WIPF1,Precursor Cell
XYLT1,Precursor Cell
ZEB1,Precursor Cell
0610040J01RIK,Microglial Cell
LRMDA,Microglial Cell
ABCA9,Microglial Cell
ADAP2,Microglial Cell
APBB1IP,Microglial Cell
ARSB,Microglial Cell
BMP2K,Microglial Cell
CCR5,Microglial Cell
CSF1R,Microglial Cell
CTSB,Microglial Cell
CX3CR1,Microglial Cell
CYTH4,Microglial Cell
DOCK2,Microglial Cell
DOCK8,Microglial Cell
ADGRE1,Microglial Cell
ENTPD1,Microglial Cell
FCRLS,Microglial Cell
FLI1,Microglial Cell
FYB,Microglial Cell
HEXB,Microglial Cell
HPGDS,Microglial Cell
IKZF1,Microglial Cell
INPP5D,Microglial Cell
ITGAM,Microglial Cell
ITGB5,Microglial Cell
LCP2,Microglial Cell
LGMN,Microglial Cell
LPCAT2,Microglial Cell
LY86,Microglial Cell
LYN,Microglial Cell
MERTK,Microglial Cell
MYO1F,Microglial Cell
NCKAP1L,Microglial Cell
P2RY12,Microglial Cell
PIK3AP1,Microglial Cell
PROS1,Microglial Cell
PTPRC,Microglial Cell
RASGRP3,Microglial Cell
RREB1,Microglial Cell
RUNX1,Microglial Cell
SERINC3,Microglial Cell
SIGLECH,Microglial Cell
SIRPA,Microglial Cell
SKAP2,Microglial Cell
SLCO2B1,Microglial Cell
TBXAS1,Microglial Cell
TGFBR1,Microglial Cell
TGFBR2,Microglial Cell
VAV1,Microglial Cell
ZFP710,Microglial Cell
ABCB1A,Endothelial Cell
APCDD1,Endothelial Cell
CCDC141,Endothelial Cell
CD93,Endothelial Cell
CGNL1,Endothelial Cell
CYYR1,Endothelial Cell
EGFL7,Endothelial Cell
ADGRL4,Endothelial Cell
ENG,Endothelial Cell
EPAS1,Endothelial Cell
ERG,Endothelial Cell
ETS1,Endothelial Cell
FLI1,Endothelial Cell
FLT1,Endothelial Cell
FN1,Endothelial Cell
FZD6,Endothelial Cell
ADGRF5,Endothelial Cell
HMCN1,Endothelial Cell
HSPG2,Endothelial Cell
LMNTD1,Endothelial Cell
IGFBP7,Endothelial Cell
ITGA1,Endothelial Cell
ITGA4,Endothelial Cell
KDR,Endothelial Cell
LAMA4,Endothelial Cell
LY75,Endothelial Cell
MECOM,Endothelial Cell
MFSD2A,Endothelial Cell
NOS3,Endothelial Cell
PECAM1,Endothelial Cell
PTPRB,Endothelial Cell
RASGRP3,Endothelial Cell
RASSF9,Endothelial Cell
RBPMS,Endothelial Cell
RGS5,Endothelial Cell
RHOJ,Endothelial Cell
SLC16A1,Endothelial Cell
SLC22A8,Endothelial Cell
SLC40A1,Endothelial Cell
SLC7A1,Endothelial Cell
SLC7A5,Endothelial Cell
SLCO1A4,Endothelial Cell
SLCO1C1,Endothelial Cell
SLCO2B1,Endothelial Cell
SPARC,Endothelial Cell
ST3GAL6,Endothelial Cell
TEK,Endothelial Cell
VWF,Endothelial Cell
WWTR1,Endothelial Cell
ZFP366,Endothelial Cell
ABCC9,Muscle Cell
ADAP2,Muscle Cell
AIRN,Muscle Cell
ANO1,Muscle Cell
ARHGAP42,Muscle Cell
ATP13A5,Muscle Cell
ATP1A2,Muscle Cell
CALD1,Muscle Cell
COBLL1,Muscle Cell
COL4A1,Muscle Cell
COL4A2,Muscle Cell
DLC1,Muscle Cell
DOCK6,Muscle Cell
EDNRA,Muscle Cell
EGFLAM,Muscle Cell
EPAS1,Muscle Cell
ETS1,Muscle Cell
GJC1,Muscle Cell
IGFBP7,Muscle Cell
ITGA1,Muscle Cell
ITIH5,Muscle Cell
LAMA2,Muscle Cell
LAMA4,Muscle Cell
LAMB1,Muscle Cell
MRVI1,Muscle Cell
MYH9,Muscle Cell
MYO1B,Muscle Cell
NID1,Muscle Cell
NOTCH3,Muscle Cell
PALD1,Muscle Cell
PDE5A,Muscle Cell
PDE8B,Muscle Cell
PDGFRB,Muscle Cell
PHLDB2,Muscle Cell
PLCE1,Muscle Cell
RAPGEF5,Muscle Cell
RBPMS,Muscle Cell
RGS5,Muscle Cell
SLC16A12,Muscle Cell
SLC38A11,Muscle Cell
SLC6A20A,Muscle Cell
SNTB1,Muscle Cell
STARD8,Muscle Cell
TNS1,Muscle Cell
TRPC3,Muscle Cell
UACA,Muscle Cell
VSTM4,Muscle Cell
ALDH1L1,Microglial Cell
AQP4,Microglial Cell
ARHGEF26,Microglial Cell
ARHGEF4,Microglial Cell
BMPR1B,Microglial Cell
COL23A1,Microglial Cell
EDNRB,Microglial Cell
EMID1,Microglial Cell
EPS15,Microglial Cell
FBXL7,Microglial Cell
FGFR1,Microglial Cell
GLI2,Microglial Cell
GLI3,Microglial Cell
GM3764,Microglial Cell
GPM6B,Microglial Cell
GREB1L,Microglial Cell
GRID2,Microglial Cell
GSAP,Microglial Cell
LRIG1,Microglial Cell
LUZP2,Microglial Cell
MCC,Microglial Cell
MEGF10,Microglial Cell
MEIS1,Microglial Cell
NHSL1,Microglial Cell
NPAS3,Microglial Cell
NWD1,Microglial Cell
PAQR8,Microglial Cell
PAX3,Microglial Cell
PCX,Microglial Cell
PDE3A,Microglial Cell
PDZRN3,Microglial Cell
PLA2G7,Microglial Cell
PLCE1,Microglial Cell
PLPP3,Microglial Cell
PREX1,Microglial Cell
PREX2,Microglial Cell
RFX4,Microglial Cell
RGMA,Microglial Cell
SFXN5,Microglial Cell
SH3PXD2B,Microglial Cell
SHROOM3,Microglial Cell
SLC1A3,Microglial Cell
SLC4A4,Microglial Cell
SNED1,Microglial Cell
SPARCL1,Microglial Cell
STK32A,Microglial Cell
TCF7L1,Microglial Cell
TNC,Microglial Cell
USP6NL,Microglial Cell
VCAN,Microglial Cell
3300002A11RIK,Ependymal Cell
ADAMTS20,Ependymal Cell
AK7,Ependymal Cell
AK9,Ependymal Cell
ARMC3,Ependymal Cell
CCDC114,Ependymal Cell
CCDC146,Ependymal Cell
CCDC162,Ependymal Cell
CCDC170,Ependymal Cell
CCDC60,Ependymal Cell
DAW1,Ependymal Cell
DNAH10,Ependymal Cell
DNAH11,Ependymal Cell
DNAH12,Ependymal Cell
DNAH3,Ependymal Cell
DNAH5,Ependymal Cell
DNAH6,Ependymal Cell
CCDC180,Ependymal Cell
EFHB,Ependymal Cell
ENKUR,Ependymal Cell
FHAD1,Ependymal Cell
GM973,Ependymal Cell
HYDIN,Ependymal Cell
LMNTD1,Ependymal Cell
IQCK,Ependymal Cell
KIF6,Ependymal Cell
KIF9,Ependymal Cell
LRGUK,Ependymal Cell
DRC3,Ependymal Cell
LRRIQ1,Ependymal Cell
NEK11,Ependymal Cell
RGS22,Ependymal Cell
SPAG16,Ependymal Cell
SPAG17,Ependymal Cell
SPATA17,Ependymal Cell
SPEF2,Ependymal Cell
TMEM212,Ependymal Cell
TMEM232,Ependymal Cell
TTC21A,Ependymal Cell
TTC29,Ependymal Cell
TTLL8,Ependymal Cell
VWA3A,Ependymal Cell
CFAP44,Ependymal Cell
WDR63,Ependymal Cell
CFAP43,Ependymal Cell
ZBBX,Ependymal Cell
0610040J01RIK,Microglial Cell
ADAM12,Microglial Cell
ADAMTSL1,Microglial Cell
AFAP1L2,Microglial Cell
APCDD1,Microglial Cell
ATP1A2,Microglial Cell
BCAR3,Microglial Cell
BMP7,Microglial Cell
BNC2,Microglial Cell
COL23A1,Microglial Cell
COL27A1,Microglial Cell
COL5A2,Microglial Cell
CPNE8,Microglial Cell
FABP7,Microglial Cell
FAT1,Microglial Cell
FOXO1,Microglial Cell
FRZB,Microglial Cell
GM10863,Microglial Cell
GRIN3A,Microglial Cell
GSAP,Microglial Cell
IGF1,Microglial Cell
LAMA4,Microglial Cell
LAMC1,Microglial Cell
LEF1,Microglial Cell
LHFP,Microglial Cell
LRIG1,Microglial Cell
MXI1,Microglial Cell
MYBPC1,Microglial Cell
NOTCH2,Microglial Cell
PDE4B,Microglial Cell
PHLDB2,Microglial Cell
PLCE1,Microglial Cell
PLP1,Microglial Cell
PRIMA1,Microglial Cell
PTN,Microglial Cell
PTPN13,Microglial Cell
ROR1,Microglial Cell
RREB1,Microglial Cell
SASH1,Microglial Cell
SLC27A1,Microglial Cell
SMOC1,Microglial Cell
SNTB1,Microglial Cell
SPATA13,Microglial Cell
DENN2B,Microglial Cell
ST6GAL1,Microglial Cell
STARD13,Microglial Cell
TNFRSF19,Microglial Cell
USP54,Microglial Cell
YAP1,Microglial Cell
ZBTB7C,Microglial Cell
1700025G04RIK,Neuron
TCIM,Neuron
2510009E07RIK,Neuron
TMEM268,Neuron
A330074K22RIK,Neuron
ACTN2,Neuron
ADAMTS5,Neuron
AFAP1L1,Neuron
ALDH5A1,Neuron
ALPK2,Neuron
APBA2,Neuron
ARC,Neuron
ARHGAP19,Neuron
ARHGAP20,Neuron
ARHGAP22,Neuron
ARHGDIG,Neuron
ARHGEF3,Neuron
ASAP2,Neuron
B3GAT1,Neuron
BAG3,Neuron
BVES,Neuron
CACHD1,Neuron
CACNA1B,Neuron
CACNA1H,Neuron
CACNA2D1,Neuron
CACNA2D2,Neuron
CALB2,Neuron
CAR2,Neuron
CARHSP1,Neuron
CD63,Neuron
CDH22,Neuron
CDK15,Neuron
CHRNA1,Neuron
CHRNA4,Neuron
CLDN23,Neuron
CLN8,Neuron
CMTM4,Neuron
COL4A2,Neuron
CPXM1,Neuron
CREG2,Neuron
CSF1,Neuron
CYP2S1,Neuron
CYP46A1,Neuron
CYS1,Neuron
DCLK1,Neuron
DERA,Neuron
DLGAP2,Neuron
DNAH10,Neuron
DOCK4,Neuron
DOK5,Neuron
DPY19L1,Neuron
EPHX4,Neuron
ERICH1,Neuron
F11R,Neuron
F2R,Neuron
F730043M19RIK,Neuron
FAM219AOS,Neuron
FAM78B,Neuron
FBXO40,Neuron
FKBP5,Neuron
FMNL1,Neuron
FRAT1,Neuron
FRAT2,Neuron
FRMD5,Neuron
GHR,Neuron
GM12992,Neuron
GM15760,Neuron
GNAO1,Neuron
GOLGA7B,Neuron
GPR37,Neuron
GXYLT2,Neuron
HCN3,Neuron
HMOX1,Neuron
HPCAL1,Neuron
HYDIN,Neuron
IGFBP3,Neuron
IGTP,Neuron
IRGM2,Neuron
ISOC1,Neuron
KCNIP4,Neuron
KCNK12,Neuron
KREMEN1,Neuron
KSR1,Neuron
L3HYPDH,Neuron
LCP2,Neuron
LMCD1,Neuron
LRFN2,Neuron
LRRC4C,Neuron
LSM11,Neuron
MAPK4,Neuron
MBD2,Neuron
ME1,Neuron
MICAL1,Neuron
MTURN,Neuron
MYL1,Neuron
MYO1E,Neuron
N4BP3,Neuron
NAIP2,Neuron
NAIP5,Neuron
NDE1,Neuron
NFIB,Neuron
NFKBIZ,Neuron
NHSL1,Neuron
NHSL2,Neuron
NR3C1,Neuron
NRCAM,Neuron
NRDE2,Neuron
OBSCN,Neuron
OLFML2B,Neuron
PAG1,Neuron
PALMD,Neuron
PARM1,Neuron
PARP9,Neuron
PCDH20,Neuron
PCED1B,Neuron
PDE3B,Neuron
PLEKHH1,Neuron
PLEKHO1,Neuron
PLIN2,Neuron
POFUT1,Neuron
POR,Neuron
DISP3,Neuron
PTPRD,Neuron
PYGL,Neuron
PYGM,Neuron
QK,Neuron
RASD1,Neuron
RASSF6,Neuron
RASSF8,Neuron
RTL5,Neuron
RGS6,Neuron
RHOU,Neuron
RILPL1,Neuron
RIN2,Neuron
RPP25,Neuron
RSPH3B,Neuron
RXRG,Neuron
SASH1,Neuron
SEMA4G,Neuron
SERTM1,Neuron
SH3BGR,Neuron
SH3BGRL,Neuron
SLC15A5,Neuron
SLC25A13,Neuron
SLC7A2,Neuron
SLC7A8,Neuron
SMIM3,Neuron
SNHG4,Neuron
SNTA1,Neuron
SNTB2,Neuron
SOX12,Neuron
SPRED2,Neuron
SYNDIG1,Neuron
SYNGR1,Neuron
TANC1,Neuron
TBC1D16,Neuron
TEC,Neuron
THEM6,Neuron
TIAM1,Neuron
TMCC3,Neuron
TMEM108,Neuron
TMEM132C,Neuron
TMEM132E,Neuron
TMEM229A,Neuron
TMEM229B,Neuron
TMEM65,Neuron
TNKS1BP1,Neuron
TRIM24,Neuron
TRIM54,Neuron
TSEN54,Neuron
TSPAN4,Neuron
TSPAN9,Neuron
TTC38,Neuron
UPP1,Neuron
VLDLR,Neuron
VPS8,Neuron
WDR91,Neuron
WSCD2,Neuron
ZFHX3,Neuron
ZFP532,Neuron
ZFP710,Neuron
ANKRD16,Neuron
ANXA5,Neuron
APEX2,Neuron
BCAM,Neuron
CALB1,Neuron
CDH23,Neuron
CFAP161,Neuron
COL19A1,Neuron
CX3CL1,Neuron
EDIL3,Neuron
EZR,Neuron
FBXO27,Neuron
H2-K1,Neuron
HCRTR2,Neuron
HTR2C,Neuron
IFIT1,Neuron
KCND2,Neuron
KCNMB2,Neuron
KCNQ1,Neuron
LRRC52,Neuron
LRRC7,Neuron
LYPD6,Neuron
MGAT5B,Neuron
PLS3,Neuron
PPFIBP2,Neuron
PPM1D,Neuron
RBM20,Neuron
RUNX1,Neuron
RYR3,Neuron
SDC4,Neuron
SEMA3D,Neuron
SESTD1,Neuron
SLC29A3,Neuron
SPATS2L,Neuron
SPRY3,Neuron
TMEM196,Neuron
TMPRSS4,Neuron
TPBGL,Neuron
TRMT61A,Neuron
TTN,Neuron
UBXN2B,Neuron
WSCD1,Neuron
ZADH2,Neuron
MAJIN,Neuron
6330403K07RIK,Neuron
ADAM11,Neuron
ADGRA1,Neuron
ADGRB3,Neuron
ADPRHL1,Neuron
AI987944,Neuron
ANKS1B,Neuron
ANTXR1,Neuron
ARNT2,Neuron
ARPP21,Neuron
ATP11A,Neuron
B4GALT4,Neuron
BC030500,Neuron
BHLHE22,Neuron
BOC,Neuron
CACNA1E,Neuron
CACNG5,Neuron
CAMK1D,Neuron
CAR13,Neuron
MCUB,Neuron
CCDC162,Neuron
CCKAR,Neuron
CD164L2,Neuron
CDH4,Neuron
CDH8,Neuron
CHST9,Neuron
CIT,Neuron
CLEC18A,Neuron
CLRN1,Neuron
CPLX2,Neuron
CPNE6,Neuron
CRIM1,Neuron
CRTAC1,Neuron
CYP1B1,Neuron
CYTH3,Neuron
DACH1,Neuron
DCBLD2,Neuron
DCC,Neuron
DENND2C,Neuron
DIRAS2,Neuron
DRD1,Neuron
DUSP6,Neuron
EGFLAM,Neuron
EHBP1L1,Neuron
ELFN2,Neuron
ELMOD1,Neuron
EMB,Neuron
EPB41L4A,Neuron
ESPN,Neuron
ESR2,Neuron
EVA1C,Neuron
F630111L10RIK,Neuron
FAM3C,Neuron
FAM43B,Neuron
FANCA,Neuron
FGF5,Neuron
FKBP11,Neuron
FKBP9,Neuron
FMN1,Neuron
FSCN2,Neuron
FUT8,Neuron
GAB1,Neuron
GALK2,Neuron
GALNT13,Neuron
GALNT14,Neuron
GALNTL6,Neuron
GGACT,Neuron
GLCE,Neuron
GLDN,Neuron
GLIS1,Neuron
GM19557,Neuron
GM20063,Neuron
GPR155,Neuron
GPX8,Neuron
GRM8,Neuron
GRXCR2,Neuron
GSTP1,Neuron
HAP1,Neuron
HMCN1,Neuron
HOPX,Neuron
HRH3,Neuron
ISLR2,Neuron
KCNC2,Neuron
KCNIP1,Neuron
KCNIP2,Neuron
KCNJ9,Neuron
KCNK3,Neuron
KHDRBS2,Neuron
KIF26B,Neuron
KRT28,Neuron
LDHA,Neuron
LEMD1,Neuron
LGI1,Neuron
LGR5,Neuron
LRRCC1,Neuron
LRRK2,Neuron
LUZP2,Neuron
LYPD1,Neuron
MAGI1,Neuron
MCM6,Neuron
MEF2C,Neuron
MGAT4C,Neuron
MKNK1,Neuron
MRPS6,Neuron
MSTN,Neuron
MYO1H,Neuron
MYOM3,Neuron
NALCN,Neuron
NCALD,Neuron
NDST3,Neuron
NDST4,Neuron
NEGR1,Neuron
NEUROD1,Neuron
NMRK1,Neuron
NRP1,Neuron
NTNG1,Neuron
P3H4,Neuron
PARVA,Neuron
PCBD1,Neuron
PCDH9,Neuron
PCP4L1,Neuron
PCSK2,Neuron
PCSK2OS1,Neuron
PCSK5,Neuron
PIRT,Neuron
PISD-PS1,Neuron
PLCD4,Neuron
PLCE1,Neuron
PLCXD2,Neuron
PLOD2,Neuron
PLXNA2,Neuron
PNCK,Neuron
POU4F1,Neuron
PPP1R3B,Neuron
PRKAR2B,Neuron
PRR15,Neuron
PRRT2,Neuron
PTK7,Neuron
RAB15,Neuron
RASGRF1,Neuron
RBFOX3,Neuron
RGS10,Neuron
RGS12,Neuron
RHBDL1,Neuron
RND2,Neuron
OBI1,Neuron
ROBO1,Neuron
ROBO2,Neuron
RPH3A,Neuron
RUNX1T1,Neuron
SAMD11,Neuron
SATB1,Neuron
SCN2B,Neuron
SEMA3A,Neuron
SEMA3F,Neuron
SEMA4D,Neuron
SERP2,Neuron
SH2D7,Neuron
SLC17A6,Neuron
SLC9A9,Neuron
SLCO4A1,Neuron
SLIT2,Neuron
SLITRK2,Neuron
SNCG,Neuron
SORBS2,Neuron
SPHKAP,Neuron
SPOCK1,Neuron
SPTB,Neuron
ST6GALNAC3,Neuron
TENM2,Neuron
TERF2,Neuron
THRSP,Neuron
TIMP3,Neuron
TJP2,Neuron
TMEM117,Neuron
TMEM47,Neuron
TMPRSS7,Neuron
TPO,Neuron
TRIOBP,Neuron
TSKU,Neuron
TSPAN2,Neuron
TTYH2,Neuron
USH1G,Neuron
UST,Neuron
VAT1L,Neuron
ZEB2,Neuron
ZFP536,Neuron
ZFP947,Neuron
B3GAT1,Neuron
CALB2,Neuron
CD24A,Neuron
ELOVL5,Neuron
MAF,Neuron
MDGA1,Neuron
OBSCN,Neuron
PAXBP1,Neuron
PCDH20,Neuron
ZFP804A,Neuron
BTBD9,Neuron
CALB1,Neuron
KASH5,Neuron
EDIL3,Neuron
ENO1,Neuron
LGALS1,Neuron
RASGRP2,Neuron
SEMA3E,Neuron
TTN,Neuron
CD164L2,Neuron
FAIM2,Neuron
LYPD1,Neuron
NTNG1,Neuron
PCSK2,Neuron
POU4F1,Neuron
RPH3A,Neuron
SPHKAP,Neuron
TAGLN3,Neuron
RNF227,Neuron
SELENOW,Neuron
HACD2,Astrocyte
MSMO1,Astrocyte
PNISR,Astrocyte
VSIR,Microglial Cell
ARHGAP45,Microglial Cell
VXN,Precursor Cell
ARMH4,Precursor Cell
PLPP4,Precursor Cell
JCAD,Endothelial Cell
ADGRL4,Endothelial Cell
ADGRF5,Endothelial Cell
CAVIN2,Endothelial Cell
CARMN,Mural Cell
DLX6OS1,Neuron
EPB41L4A,Chandelier Cell
IFI27,Chandelier Cell
DIPK2A,Basket Cell
MCUB,Neuron
TENT5A,Neuron
PRCD,Neuron
ADGRG6,Neuron
PHF24,Neuron
TUNAR,Martinotti Cell
ADGRB1,Martinotti Cell
AGO2,Basket Cell
DELE1,Neuron
CPLANE1,Neuron
RMC1,Neuron
INSYN1,Neuron
AKAIN1,Neuron
CCDC9B,Neuron
TLE5,Neuron
GPAT3,Neuron
ECPAS,Neuron
MYORG,Neuron
DMAC2,Neuron
NKAPD1,Neuron
FNDC10,Neuron
INTS11,Neuron
DOP1B,Neuron
ZFP971,Neuron
ABRAXAS2,Neuron
RIPOR2,Neuron
MIGA2,Neuron
PLAAT1,Neuron
LNPK,Neuron
MRTFB,Neuron
MTSS2,Neuron
CIAO3,Neuron
SELENOM,Neuron
SELENOO,Neuron
TMEM35A,Neuron
RXYLT1,Neuron
GALNT17,Neuron
SHISAL1,Neuron
MIR100HG,Neuron
FAM241A,Neuron
MINAR2,Neuron
H2-T-PS,Neuron
CASTOR1,Neuron
GUCY1B1,Neuron
JPT2,Neuron
PWWP3B,Neuron
SNU13,Neuron
DISP3,Neuron
NECTIN2,Neuron
SELENOP,Neuron
RO60,Neuron
MIR9-3HG,Precursor Cell
MORRBID,Muscle Cell
GUCY1A1,Muscle Cell
CFAP299,Ependymal Cell
CFAP61,Ependymal Cell
CFAP46,Ependymal Cell
CFAP65,Ependymal Cell
LRATD1,Neuron
DIPK2A,Neuron
SHISAL1,Neuron
INSYN1,Neuron
MAP3K20,Neuron
GJA1,Astrocyte
PLPP3,Astrocyte
NTSR2,Astrocyte
HTRA1,Astrocyte
ATP1B2,Astrocyte
BCAN,Astrocyte
MT2,Astrocyte
SLC1A3,Astrocyte
MT3,Astrocyte
TTYH1,Astrocyte
MEIG1,Ependymal Cell
1110017D15RIK,Ependymal Cell
NME9,Ependymal Cell
FAM166C,Ependymal Cell
FAM183B,Ependymal Cell
CCDC153,Ependymal Cell
TM4SF1,Ependymal Cell
TMEM212,Ependymal Cell
RIIAD1,Ependymal Cell
CFAP126,Ependymal Cell
1700007K13RIK,Ependymal Cell
RSPH1,Ependymal Cell
DYNLRB2,Ependymal Cell
GM19935,Ependymal Cell
CALML4,Ependymal Cell
RARRES2,Ependymal Cell
IFITM3,Ependymal Cell
TMEM107,Ependymal Cell
CD24A,Ependymal Cell
PLTP,Ependymal Cell
CCPG1OS,Ependymal Cell
SOX9,Ependymal Cell
CRIP1,Ependymal Cell
FOXJ1,Ependymal Cell
ECRG4,Ependymal Cell
HSPA2,Ependymal Cell
ZFP36L1,Ependymal Cell
RNASE4,Ependymal Cell
4933434E20RIK,Ependymal Cell
LRP10,Ependymal Cell
DALRD3,Ependymal Cell
NNAT,Ependymal Cell
CHCHD10,Ependymal Cell
TUBB4B,Ependymal Cell
NUDC,Ependymal Cell
IFT20,Ependymal Cell
MLC1,Ependymal Cell
TUBA1B,Ependymal Cell
STIP1,Ependymal Cell
GNG5,Ependymal Cell
DUSP1,Ependymal Cell
SPOP,Ependymal Cell
PRXL2A,Ependymal Cell
PKM,Ependymal Cell
GDF10,Microglial Cell
LXN,Microglial Cell
TIMP4,Microglial Cell
BTBD17,Microglial Cell
GPLD1,Microglial Cell
FXYD1,Microglial Cell
TMEM47,Microglial Cell
MLC1,Microglial Cell
PLA2G7,Microglial Cell
SLC4A4,Microglial Cell
FABP7,Microglial Cell
S1PR1,Microglial Cell
FAM107A,Microglial Cell
ACSBG1,Microglial Cell
CLDN10,Microglial Cell
LUZP2,Microglial Cell
GPM6A,Microglial Cell
SLC1A3,Microglial Cell
SCG3,Microglial Cell
PLPP3,Microglial Cell
PTPRZ1,Microglial Cell
HOPX,Microglial Cell
ATP1B2,Microglial Cell
GJA1,Microglial Cell
GRINA,Microglial Cell
MFGE8,Microglial Cell
GSTM1,Microglial Cell
CD63,Microglial Cell
PRDX6,Microglial Cell
CACNG4,Precursor Cell
GPR17,Precursor Cell
MARCKS,Precursor Cell
CSPG5,Precursor Cell
SELPLG,Monocyte
P2RY12,Monocyte
FCER1G,Monocyte
CSF1R,Monocyte
KLF2,Monocyte
TYROBP,Monocyte
C1QA,Monocyte
NFKBIA,Monocyte
CTSS,Monocyte
JUNB,Monocyte
C1QC,Monocyte
C1QB,Monocyte
HEXB,Monocyte
ATF3,Monocyte
ZFP36,Monocyte
LGMN,Monocyte
SPARC,Monocyte
CD24A,Neuron
CCND2,Neuron
TMSB10,Neuron
TUBB5,Neuron
NNAT,Neuron
SNRPE,Neuron
TUBB2B,Neuron
SNRPG,Neuron
ATPIF1,Neuron
MARCKSL1,Neuron
YBX1,Neuron
H3F3A,Neuron
RPL6,Neuron
RPS4X,Neuron
KCNJ13,Schwann Cell
KL,Schwann Cell
MSX1,Schwann Cell
VAT1L,Schwann Cell
LGALS1,Schwann Cell
ECRG4,Schwann Cell
PCP4L1,Schwann Cell
EPHX1,Schwann Cell
IGFBP2,Schwann Cell
ALDH2,Schwann Cell
ATP1B1,Schwann Cell
CHCHD10,Schwann Cell
FXYD1,Schwann Cell
NDUFA1,Schwann Cell
PRDX5,Schwann Cell
LDHB,Schwann Cell
MDH1,Schwann Cell
NDUFV3,Schwann Cell
IFI27,Schwann Cell
C1QC,Microglial Cell
P2RY12,Microglial Cell
SIGLECH,Microglial Cell
SELPLG,Microglial Cell
OLFML3,Microglial Cell
JUN,Microglial Cell
CSF1R,Microglial Cell
CX3CR1,Microglial Cell
LGMN,Microglial Cell
FCRLS,Microglial Cell
TMEM119,Microglial Cell
RGS2,Microglial Cell
ZFP36,Microglial Cell
SERINC3,Microglial Cell
TYROBP,Microglial Cell
STMN4,Oligodendrocyte
MAL,Oligodendrocyte
CLDN11,Oligodendrocyte
MBP,Oligodendrocyte
CNP,Oligodendrocyte
MOG,Oligodendrocyte
CRYAB,Oligodendrocyte
MOBP,Oligodendrocyte
TUBB4A,Oligodendrocyte
MAG,Oligodendrocyte
PPP1R14A,Oligodendrocyte
QDPR,Oligodendrocyte
SEPTIN4,Oligodendrocyte
CAR2,Oligodendrocyte
PLLP,Oligodendrocyte
ERMN,Oligodendrocyte
ENPP2,Oligodendrocyte
CSRP1,Oligodendrocyte
STMN1,Oligodendrocyte
FEZ1,Oligodendrocyte
GATM,Oligodendrocyte
APLP1,Oligodendrocyte
YWHAQ,Oligodendrocyte
OPALIN,Oligodendrocyte
GPM6B,Oligodendrocyte
SCD2,Oligodendrocyte
SYT11,Oligodendrocyte
SEPTIN7,Oligodendrocyte
TUBA1A,Oligodendrocyte
TALDO1,Oligodendrocyte
CD52,Monocyte
H2-D1,Monocyte
CLDN10,Astrocyte
PLA2G7,Astrocyte
ATP1A2,Astrocyte
SPARCL1,Astrocyte
GPR37L1,Astrocyte
GPM6A,Astrocyte
ALDOC,Astrocyte
CLU,Astrocyte
NDRG2,Astrocyte
CPE,Astrocyte
ACSL3,Astrocyte
TSPAN7,Astrocyte
ID2,Astrocyte
GSTM1,Astrocyte
